x,y,z,x_quat,y_quat,z_quat,w_quat,speed
89669.8263482649,43133.249359249,0.0,0.0,0.0,-0.8641775047620707,0.5031870827666398,1.5
89668.2388975564,43130.4524222865,0.0,0.0,0.0,-0.8567052353041293,0.5158063006618825,1.5
89666.8782255206,43127.8822639965,0.0,0.0,0.0,-0.8760856354278053,0.4821555344461563,1.5
89665.4419605938,43125.6144772701,0.0,0.0,0.0,-0.9123794222985849,0.4093455627780767,1.5
89663.85767807101,43123.834600736154,0.0,0.0,0.0,-0.9301367827995624,0.3672132422493501,1.5
89660.8307942501,43121.0033109265,0.0,0.0,0.0,-0.951467443918656,0.30774941618612256,1.5
89657.86951068004,43118.86384703453,0.0,0.0,0.0,-0.9713781060567193,0.23753857596959102,1.5
89655.63322275989,43117.70057121735,0.0,0.0,0.0,-0.9829865221676343,0.18367769934529063,1.5
89654.62074082381,43117.30850376802,0.0,0.0,0.0,0.9987811019820926,0.0493589943519588,1.66666666666667
89651.41320883887,43117.62630745788,0.0,0.0,0.0,0.9769398328513995,0.21351478400401114,1.83333333333333
89649.59504202876,43118.46091103359,0.0,0.0,0.0,0.9769398328512249,0.2135147840048105,3.05555555555556
89647.62779953754,43119.36394567723,0.0,0.0,0.0,0.976939832851309,0.21351478400442522,6.22222222222222
89645.99909316994,43120.111580135526,0.0,0.0,0.0,0.9769398328506267,0.21351478400754742,8.33333333333333
89645.25821213766,43120.451671020084,0.0,0.0,0.0,0.9769398328516946,0.21351478400266122,8.33333333333333
89644.23807684542,43120.91994959489,0.0,0.0,0.0,0.9769398328513601,0.2135147840041916,8.33333333333333
89642.9226812654,43121.52376319904,0.0,0.0,0.0,0.8421188656891101,0.5392919580806732,8.33333333333333
89642.4383645612,43122.5753363006,0.0,0.0,0.0,0.9886497803397742,0.15023851648001615,9.7110729
89641.50324315415,43122.86626296057,0.0,0.0,0.0,0.9699960417283133,0.24312070876707342,10.1365611
89640.60968269852,43123.344213901946,0.0,0.0,0.0,0.9713548233182987,0.23763376699508978,10.5881237
89639.52924288531,43123.90650789434,0.0,0.0,0.0,0.9795557848792251,0.20117272257849753,11.0289528
89638.6285662167,43124.292744782746,0.0,0.0,0.0,0.9676517603761255,0.25228965623066135,11.4489337
89637.65288870667,43124.838615654335,0.0,0.0,0.0,0.9651949871156532,0.2615313305262184,11.8503182
89636.76668218283,43125.35692723932,0.0,0.0,0.0,0.9462170386342356,0.32353255755527544,12.2349706
89636.02643498387,43125.93015788191,0.0,0.0,0.0,0.9462170386344799,0.3235325575545607,12.6044553
89635.22852633262,43126.54804024542,0.0,0.0,0.0,0.9462170386334519,0.32353255755756744,12.960101
89634.42208023246,43127.172533815756,0.0,0.0,0.0,0.9462170386347766,0.32353255755369315,13.3030476
89633.64568370057,43127.77375768191,0.0,0.0,0.0,0.8983778384868225,0.4392234730928491,13.6342829
89633.04565618615,43128.544768247244,0.0,0.0,0.0,0.8983778384849161,0.43922347309674814,13.954669
89632.44483109923,43129.3168036603,0.0,0.0,0.0,0.89837783848473,0.4392234730971291,14.2649642
89631.84667470148,43130.08540991804,0.0,0.0,0.0,0.8983778384858646,0.4392234730948082,14.5316951
89631.24552418855,43130.85786349007,0.0,0.0,0.0,0.8983778384851822,0.43922347309620413,14.7774884
89630.64274777831,43131.63240627296,0.0,0.0,0.0,0.8983778384855159,0.4392234730955215,14.9970514
89630.03156422345,43132.417751889356,0.0,0.0,0.0,0.8983778384883411,0.439223473089743,15.1910472
89629.42222640441,43133.20072581145,0.0,0.0,0.0,0.8983778384844127,0.43922347309777804,15.4049554
89628.81392386531,43133.982369441626,0.0,0.0,0.0,0.8983778384860848,0.43922347309435794,15.6442718
89628.20008832791,43134.771122746,0.0,0.0,0.0,0.8983778384849611,0.43922347309665616,15.9069724
89627.58722220811,43135.55863038883,0.0,0.0,0.0,0.898377838484977,0.43922347309662385,16.1630057
89626.97570739948,43136.34440165262,0.0,0.0,0.0,0.8983778384865015,0.4392234730935054,16.412706
89626.36180783095,43137.13323723435,0.0,0.0,0.0,0.8983778384863044,0.43922347309390875,16.6563796
89625.7494165575,43137.92013471922,0.0,0.0,0.0,0.8983778384853299,0.43922347309590193,16.8943083
89625.13865890865,43138.70493306399,0.0,0.0,0.0,0.8983778384863487,0.43922347309381815,17.1267522
89624.5258655082,43139.49234726544,0.0,0.0,0.0,0.8983778384846988,0.4392234730971928,17.3539518
89623.91434955096,43140.278120005154,0.0,0.0,0.0,0.8983778384854245,0.4392234730957084,17.5761302
89623.30460145579,43141.06162111515,0.0,0.0,0.0,0.8983778384846188,0.4392234730973563,17.7934947
89622.69269342063,43141.8478976588,0.0,0.0,0.0,0.8983778384862494,0.43922347309402127,18.0062386
89622.08167878147,43142.633026225485,0.0,0.0,0.0,0.8983778384861489,0.4392234730942267,18.2145421
89621.4716360378,43143.41690594663,0.0,0.0,0.0,0.8983778384860974,0.439223473094332,18.4185741
89620.85953839717,43144.20342612545,0.0,0.0,0.0,0.898377838484803,0.4392234730969795,17.8279225
