x,y,z,x_quat,y_quat,z_quat,w_quat,speed
89630.0674883,43130.6945594,0.0,0.0,0.0,0.8908735393706145,0.4542514026937883,8.333333333333334
89628.3148229,43133.1098699,0.0,0.0,0.0,0.8876786755288125,0.4604634285276228,8.333333333333334
89626.5962446,43135.5491846,0.0,0.0,0.0,0.8865758413551225,0.4625832655052025,8.333333333333334
89624.8893618,43137.9966586,0.0,0.0,0.0,0.8866177348157583,0.46250296465014545,8.333333333333334
89623.1819638,43140.4439264,0.0,0.0,0.0,0.886022717946053,0.4636418265034863,8.333333333333334
89621.4806511,43142.8958758,0.0,0.0,0.0,0.8858404744325861,0.4639899286159677,8.333333333333334
89619.7813115,43145.3490954,0.0,0.0,0.0,0.8840654740746551,0.4673630682340607,8.333333333333334
89618.100974,43147.8148295,0.0,0.0,0.0,0.8817338975541988,0.47174710799736924,8.333333333333334
89616.4459781,43150.2959718,0.0,0.0,0.0,0.8747329353994254,0.48460529477865233,8.333333333333334
89614.8648117,43152.8237383,0.0,0.0,0.0,0.8520352631869781,0.5234843935456882,8.333333333333334
89613.5157321,43155.4866665,0.0,0.0,0.0,0.7988249148909662,0.6015635921076347,8.333333333333334
89612.6932589,43158.3481709,0.0,0.0,0.0,0.7028539955455397,0.7113341415577284,8.333333333333334
89612.7291468,43161.3404789,0.0,0.0,0.0,0.5688843952383383,0.8224175003332006,8.333333333333334
89613.7741219,43164.1124982,0.0,0.0,0.0,0.332024351633184,0.9432708147306179,8.333333333333334
89616.038489,43165.9320151,0.0,0.0,0.0,0.09576117963897977,0.9954043381833089,8.333333333333334
89618.9507637,43166.4975904,0.0,0.0,0.0,-0.17146598580861655,0.9851900404037179,8.333333333333334
89621.7102618,43165.5070397,0.0,0.0,0.0,-0.3722981364651079,0.9281131922263619,8.333333333333334
89623.8840814,43163.4286152,0.0,0.0,0.0,-0.43347161461633327,0.9011672205101054,8.333333333333334
89625.7384085,43161.107721,0.0,0.0,0.0,-0.5077202816800768,0.8615219762552221,8.333333333333334
89627.1816511,43158.5014474,0.0,0.0,0.0,-0.5357086988320535,0.8444028600115399,8.333333333333334
89628.4528769,43155.8019154,0.0,0.0,0.0,-0.5575441010496636,0.8301473214946384,8.333333333333334
89629.5826044,43153.0374306,0.0,0.0,0.0,-0.569086621168504,0.8222775794140417,8.333333333333334
89630.6338945,43150.2444985,0.0,0.0,0.0,-0.4771213576660648,0.878837419582764,8.333333333333334
89632.2522925146,43147.75284844299,0.0,0.0,0.0,-0.551099706575186,0.8344394006833233,8.333333333333334
89633.20967857075,43145.509917684125,0.0,0.0,0.0,-0.5186828293851513,0.8549667376576787,8.333333333333334
89634.45844299185,43143.112302045345,0.0,0.0,0.0,-0.49334011371928826,0.8698364973921476,8.333333333333334
89636.12346221996,43140.32797420675,0.0,0.0,0.0,-0.3526139839977672,0.9357688701219027,8.333333333333334
89638.4128636586,43138.31707076777,0.0,0.0,0.0,-0.435089668717726,0.9003871279483617,8.333333333333334
89640.24296916707,43136.0095418901,0.0,0.0,0.0,-0.11660571451379916,0.9931782857789061,8.333333333333334
89642.89647143538,43135.37775563574,0.0,0.0,0.0,0.15234391170257452,0.9883275431592292,8.333333333333334
89645.29725920194,43136.135899140965,0.0,0.0,0.0,0.4132162824306865,0.9106329139308348,8.333333333333334
89647.06626071414,43138.157615154916,0.0,0.0,0.0,0.6597957320008121,0.7514450026672028,8.333333333333334
89647.44533246676,43141.06383192497,0.0,0.0,0.0,0.7451280178849743,0.6669214623648045,8.333333333333334
89647.06626071414,43144.47547769851,0.0,0.0,0.0,0.7815164318923602,0.6238846581558437,8.333333333333334
89646.32170499211,43147.75284844299,0.0,0.0,0.0,0.8794732813421429,0.4759482612693149,8.333333333333334
89644.66547294757,43150.28791123861,0.0,0.0,0.0,0.8584287588171816,0.512932808499898,8.333333333333334
89643.1581684587,43153.08947680029,0.0,0.0,0.0,0.9099741023570471,0.4146650853875768,8.333333333333334
89641.4098982692,43155.100380239266,0.0,0.0,0.0,0.9319120116419387,0.36268443936495975,8.333333333333334
89639.4771382,43156.8733096,0.0,0.0,0.0,0.8994355144724612,0.437053492499098,8.333333333333334
89637.6355434,43159.2162561,0.0,0.0,0.0,0.9048184535022841,0.4257975648142377,8.333333333333334
89635.7318312,43161.5176381,0.0,0.0,0.0,0.9090449834628126,0.4166979938049796,8.333333333333334
